0,1,0,0,0,0,0,1975,1,0,0,0,0
0,0,0,1,0,0,0,2469,1,3,5,7,6
0,1,0,0,0,0,0,2299,1,11,9,1,0
0,0,1,0,0,0,0,2464,1,0,9,1,0
0,1,0,0,0,0,0,2653,1,43,34,1,0
0,0,1,0,0,0,0,2317,1,17,44,2,0
0,0,0,1,0,0,0,1933,1,0,0,0,0
0,0,1,0,0,0,0,1893,1,17,11,0,0
0,0,0,0,0,1,0,2654,1,800,155,1,1
1,0,0,0,0,0,0,2338,1,0,1,1,0
0,0,1,0,0,0,0,1979,1,1,0,0,0
0,0,0,0,0,1,0,2587,1,22,18,1,0
0,0,0,0,0,1,0,2387,1,9,9,2,0
0,0,0,0,0,1,0,2192,1,0,0,2,0
0,0,0,0,0,1,0,2114,1,0,0,2,3
1,0,0,0,0,0,0,1917,1,3,8,0,0
1,0,0,0,0,0,0,2348,1,23,114,1,0
0,0,0,0,0,1,0,2155,0,0,0,31,11
0,0,1,0,0,0,0,2270,1,0,1,1,0
0,0,0,1,0,0,0,1951,1,11,39,0,4
0,0,0,1,0,0,0,2811,1,0,4,2,0
0,0,1,0,0,0,0,2235,1,0,0,1,0
0,0,0,0,1,0,0,2254,1,18,72,2,0
0,1,0,0,0,0,0,2623,1,0,0,1,0
0,0,0,0,0,1,0,2324,1,1,27,14,3
0,1,0,0,0,0,0,2039,1,16,118,8,3
1,0,0,0,0,0,0,1904,1,26,10,0,3
0,1,0,0,0,0,0,2860,0,279,129,1,0
0,1,0,0,0,0,0,2419,1,33,28,2,1
0,1,0,0,0,0,0,2121,1,2,14,1,0
0,0,1,0,0,0,0,2592,1,1,1,1,0
0,0,1,0,0,0,0,2314,1,0,0,1,0
0,0,1,0,0,0,0,3000,1,0,229,15,3
0,0,1,0,0,0,0,2002,1,56,570,13,2
0,0,1,0,0,0,0,2822,1,0,5,1,0
0,0,0,0,0,1,0,2039,1,0,1,1,1
0,0,0,0,0,1,0,2013,1,0,0,1,0
0,0,1,0,0,0,0,2658,1,16,24,1,0
0,0,1,0,0,0,0,3043,1,15,117,16,1
0,0,0,0,0,0,1,2844,1,27,147,26,16
0,0,1,0,0,0,0,1949,1,0,0,0,0
0,1,0,0,0,0,0,2371,1,27,58,1,0
1,0,0,0,0,0,0,1908,0,0,4,0,0
0,1,0,0,0,0,0,1890,1,1,1,1,1
0,0,0,0,0,1,0,1830,1,0,0,0,0
0,1,0,0,0,0,0,1906,1,0,0,0,0
0,0,1,0,0,0,0,2992,1,27,31,3,0
0,0,1,0,0,0,0,2423,1,0,2,2,0
1,0,0,0,0,0,0,2635,1,51,82,1,0
0,0,0,1,0,0,0,2128,1,7,28,1,0
0,0,1,0,0,0,0,2082,1,5,55,4,0
0,0,0,1,0,0,0,1829,1,0,0,0,0
0,0,0,1,0,0,0,3118,1,0,0,6,0
0,0,1,0,0,0,0,1884,1,0,0,0,0
1,0,0,0,0,0,0,2039,1,12,66,10,2
0,1,0,0,0,0,0,2499,0,5,49,1,0
0,1,0,0,0,0,0,3049,1,41,59,1,0
1,0,0,0,0,0,0,2787,1,1,35,1,1
0,0,0,0,0,1,0,2918,1,12,21,5,0
