0,0,1,0,0,0,0,1843,1,28,90,3,1
0,1,0,0,0,0,0,2417,1,287,3456,66,15
0,0,1,0,0,0,0,1975,1,13,1365,0,0
0,0,1,0,0,0,0,2158,1,88,152,3,0
0,0,0,1,0,0,0,2452,1,0,0,5,0
0,0,1,0,0,0,0,1837,1,0,13,0,0
0,0,0,1,0,0,0,1888,1,0,0,0,0
1,0,0,0,0,0,0,1920,1,14,29,9,2
0,0,0,1,0,0,0,1895,1,3,4,0,0
1,0,0,0,0,0,0,1845,1,0,1,0,0
1,0,0,0,0,0,0,2024,1,18,21,1,1
0,0,1,0,0,0,0,2163,1,0,0,1,0
0,0,0,1,0,0,0,2615,1,2,3,1,6
0,1,0,0,0,0,0,2713,1,2,177,1,0
0,1,0,0,0,0,0,2011,1,180,361,1,0
0,0,0,0,0,1,0,1858,1,25,15,0,0
0,0,0,1,0,0,0,2159,1,1,2,0,0
0,1,0,0,0,0,0,2106,1,81,49,0,0
0,1,0,0,0,0,0,1917,1,6,4,0,0
0,1,0,0,0,0,0,1843,1,2,1,0,0
0,1,0,0,0,0,0,2181,1,13,21,1,0
1,0,0,0,0,0,0,2964,1,1,19,86,20
1,0,0,0,0,0,0,2695,1,0,14,3,0
0,0,0,1,0,0,0,1844,1,8,12,0,0
0,1,0,0,0,0,0,2432,1,266,46,0,0
0,0,0,0,0,1,0,2143,1,5,4,1,0
0,0,1,0,0,0,0,2131,1,9,44,1,0
1,0,0,0,0,0,0,2542,1,0,31,2,0
0,0,0,1,0,0,0,1952,1,0,1,0,0
1,0,0,0,0,0,0,2402,1,6,5,1,1
0,1,0,0,0,0,0,2103,1,43,19,2,0
0,0,0,1,0,0,0,2222,1,0,229,80,46
1,0,0,0,0,0,0,2314,1,90,53,1,0
0,0,0,0,0,1,0,2072,1,1,0,1,0
0,0,1,0,0,0,0,1973,1,0,0,0,0
0,1,0,0,0,0,0,2361,1,3,2,1,0
0,0,0,0,0,1,0,1968,1,3,18,0,0
0,0,1,0,0,0,0,2190,1,0,0,1,0
0,0,1,0,0,0,0,2050,1,42,15,1,0
0,0,1,0,0,0,0,3329,1,1,45,2,30
0,0,0,1,0,0,0,2364,1,1,1,3,0
1,0,0,0,0,0,0,2066,1,0,3,69,39
0,0,0,1,0,0,0,2596,1,0,1,1,0
1,0,0,0,0,0,0,2447,0,2,1,0,0
0,0,1,0,0,0,0,1850,1,0,3,0,0
0,0,0,0,1,0,0,3011,1,44,52,1,0
0,0,1,0,0,0,0,1913,1,0,0,0,0
0,1,0,0,0,0,0,1985,1,0,4,0,0
1,0,0,0,0,0,0,2126,1,3,10,1,0
0,1,0,0,0,0,0,1834,1,0,1,0,0
0,0,1,0,0,0,0,1927,1,12,13,0,0
1,0,0,0,0,0,0,1912,1,1,5,2,0
0,0,0,0,1,0,0,1968,1,13,65,0,0
0,0,0,0,0,1,0,1870,1,0,37,0,0
0,0,1,0,0,0,0,1872,1,16,9,0,0
0,0,1,0,0,0,0,2421,1,29,20,2,0
1,0,0,0,0,0,0,2145,1,0,102,1,0
0,1,0,0,0,0,0,1947,1,4,17,1,1
0,0,1,0,0,0,0,2158,1,24,14,19,7
0,0,1,0,0,0,0,2173,1,0,0,1,0
0,1,0,0,0,0,0,1919,1,4,116,3,1
